Id,Name,Label
43644,Bolin Ding,DM&DB&ML
32181,Haixun Wang,DM&DB
17887,Heng Ji,NLP
75098,Lu Su,DM
74437,Jing Gao,DM
27484,Jiawei Han,DM&DB
83934,Hujun Bao,CV&DB&DM
36705,Chi Wang,DM&CV
75833,Haitao Zheng,Sys
9778,Shuicheng Yan,CV
1628,Charu C. Aggarwal,DM
100774,Hong Cheng,CV&ML&DM
75832,Ben Y. Zhao,Sys
1629,Philip S. Yu,DM&DB&CV
36554,Jian Pei,DM&NLP
82078,Yi-Zhou Sun,DM
17884,Qi Li,CV&DB&DM&NLP&ML&Sys
43537,Xiang Ren,DM&Sys
10995,Jie Tang,DM
28033,Lance M. Kaplan,DM
8936,Tarek Abdelzaher,DM
5241,Wei Wang,CV&DB&DM&NLP&ML&Sys
119852,Xiao Yu,DM&Sys
39959,Bo Zhao,CV&Sys&DM
9896,Gang Wang,CV&NLP&ML&DM
82474,Chao Zhang,CV&DM&NLP&ML&Sys
447,Qiang Yang,DM&DB
7388,ChengXiang Zhai,DM
42859,Xifeng Yan,DM&DB
19400,Zheng Chen,DM&NLP&ML
