Id,Name,Label
74437,Jing Gao,DM
28033,Lance M. Kaplan,DM
103318,Jingbo Shang,DM&DB
17884,Qi Li,CV&DB&DM&NLP&ML&Sys
1629,Philip S. Yu,DM&DB&CV
74039,Fangbo Tao,DM
10995,Jie Tang,DM
8936,Tarek Abdelzaher,DM
42859,Xifeng Yan,DM&DB
9778,Shuicheng Yan,CV
43644,Bolin Ding,DM&DB&ML
39959,Bo Zhao,CV&Sys&DM
19400,Zheng Chen,DM&NLP&ML
82474,Chao Zhang,CV&DM&NLP&ML&Sys
447,Qiang Yang,DM&DB
36554,Jian Pei,DM&NLP
27484,Jiawei Han,DM&DB
119852,Xiao Yu,DM&Sys
5241,Wei Wang,CV&DB&DM&NLP&ML&Sys
83934,Hujun Bao,CV&DB&DM
1628,Charu C. Aggarwal,DM
7388,ChengXiang Zhai,DM
43537,Xiang Ren,DM&Sys
9896,Gang Wang,CV&NLP&ML&DM
75098,Lu Su,DM
32181,Haixun Wang,DM&DB
36705,Chi Wang,DM&CV
100774,Hong Cheng,CV&ML&DM
17887,Heng Ji,NLP
82078,Yi-Zhou Sun,DM
