Id,Name,Label
117847,Jiebo Luo,CV&DM
9778,Shuicheng Yan,CV
42859,Xifeng Yan,DM&DB
10667,Thomas S. Huang,CV
32181,Haixun Wang,DM&DB
27421,Dong Wang,CV&DB&DM&NLP&ML
100774,Hong Cheng,CV&ML&DM
82078,Yi-Zhou Sun,DM
83934,Hujun Bao,CV&DB&DM
43537,Xiang Ren,DM&Sys
25330,Wei Zhang,CV&DB&DM&NLP&ML&Sys
82474,Chao Zhang,CV&DM&NLP&ML&Sys
111667,Jiwen Lu,CV
17887,Heng Ji,NLP
5241,Wei Wang,CV&DB&DM&NLP&ML&Sys
27484,Jiawei Han,DM&DB
36705,Chi Wang,DM&CV
21067,Bo Li,CV&DB&DM&NLP&ML&Sys
9896,Gang Wang,CV&NLP&ML&DM
1629,Philip S. Yu,DM&DB&CV
1628,Charu C. Aggarwal,DM
447,Qiang Yang,DM&DB
19400,Zheng Chen,DM&NLP&ML
12169,Ming-Hsuan Yang,CV
36554,Jian Pei,DM&NLP
10995,Jie Tang,DM
5360,Dong Xu,CV&DB
7388,ChengXiang Zhai,DM
17884,Qi Li,CV&DB&DM&NLP&ML&Sys
1764,Dacheng Tao,CV
