Source,Target
447,7388
19400,28033
1764,82474
7388,28033
5241,36554
10995,100774
7388,8936
1628,28033
447,42859
1628,19400
27484,28033
447,100774
8936,27484
7388,74437
1629,42859
7388,100774
10667,27484
447,28033
7388,19400
1764,9778
8936,17887
1628,42859
447,82078
1764,82078
5241,10995
1764,75832
447,1764
27484,82078
1629,1764
1628,82078
5241,9896
17884,27484
42859,82078
28033,36705
9896,21067
5241,42859
1764,10667
447,21067
17884,17887
1629,17884
447,9896
19400,82078
27484,82474
1629,12169
28033,36554
447,27421
1764,9896
9896,82078
8936,19400
27484,83934
447,36554
1629,36554
1629,36705
19400,43537
1629,7388
1628,25330
17884,74437
447,1628
1628,12169
447,19400
7388,43537
9896,83934
7388,10995
1629,27484
447,36705
447,10995
1628,17884
17884,19400
8936,36705
17884,42859
8936,82078
17887,27484
8936,17884
447,9778
5241,27421
447,5241
1629,10667
447,74437
447,12169
19400,36705
1628,7388
1764,12169
7388,82078
1764,27421
1628,43537
9896,27484
447,25330
447,10667
447,82474
17887,19400
17884,36705
27484,36554
447,43537
5241,9778
1628,36554
5241,21067
1628,82474
36554,42859
27484,74437
1628,74437
1628,100774
1628,9896
447,1629
9896,12169
5241,75832
1628,27484
1628,17887
9896,75832
1628,10995
17887,43537
1629,10995
1628,10667
1764,21067
10995,82078
1628,36705
17887,28033
19400,82474
1764,19400
8936,82474
27484,42859
9896,27421
447,8936
5241,36705
5241,27484
10995,74437
1628,5241
82078,100774
447,27484
1628,1629
5241,12169
447,17884
1629,17887
5241,82078
8936,74437
1629,82078
27484,43537
447,17887
1764,5241
1628,8936
1628,1764
10995,17884
