Id,Name,Label
12169,Ming-Hsuan Yang,CV
17887,Heng Ji,NLP
83933,Guofeng Zhang,CV
10667,Thomas S. Huang,CV
8219,Fei Wang,CV&DB&DM&ML&Sys
27484,Jiawei Han,DM&DB
111667,Jiwen Lu,CV
83934,Hujun Bao,CV&DB&DM
36705,Chi Wang,DM&CV
9778,Shuicheng Yan,CV
27421,Dong Wang,CV&DB&DM&NLP&ML
1628,Charu C. Aggarwal,DM
1764,Dacheng Tao,CV
1629,Philip S. Yu,DM&DB&CV
25330,Wei Zhang,CV&DB&DM&NLP&ML&Sys
36554,Jian Pei,DM&NLP
82078,Yi-Zhou Sun,DM
17884,Qi Li,CV&DB&DM&NLP&ML&Sys
43537,Xiang Ren,DM&Sys
10995,Jie Tang,DM
5241,Wei Wang,CV&DB&DM&NLP&ML&Sys
5360,Dong Xu,CV&DB
9896,Gang Wang,CV&NLP&ML&DM
82474,Chao Zhang,CV&DM&NLP&ML&Sys
447,Qiang Yang,DM&DB
7388,ChengXiang Zhai,DM
42859,Xifeng Yan,DM&DB
21067,Bo Li,CV&DB&DM&NLP&ML&Sys
117847,Jiebo Luo,CV&DM
19400,Zheng Chen,DM&NLP&ML
